,title,release_year,vote_count,vote_average
648,Billy's Holiday,1995,0.0,0.0
649,Purple Noon,1960,73.0,7.3
650,August,1996,3.0,5.3
651,James and the Giant Peach,1996,375.0,6.2
652,Fear,1996,157.0,6.1
653,Kids in the Hall: Brain Candy,1996,26.0,5.9
654,Faithful,1996,4.0,4.8
655,Underground,1995,143.0,7.5
656,All Things Fair,1995,23.0,6.1
657,Bloodsport II,1996,23.0,5.2
658,Pather Panchali,1955,63.0,7.9
659,The World of Apu,1959,40.0,8.2
660,Mystery Science Theater 3000: The Movie,1996,71.0,7.0
661,Tarantella,1996,0.0,0.0
662,Space Jam,1996,1335.0,6.5
663,Barbarella,1968,149.0,5.7
664,Hostile Intentions,1995,1.0,8.0
665,They Bite,1996,1.0,5.5
666,Some Folks Call It a Sling Blade,1994,8.0,7.5
667,The Run of the Country,1995,2.0,8.0
668,Alphaville,1965,100.0,6.8
669,Coup de Torchon,1981,21.0,6.8
670,Tigrero: A Film That Was Never Made,1994,4.0,7.5
671,The Eye of Vichy,1993,0.0,0.0
672,Windows,1980,9.0,5.8
673,It's My Party,1996,9.0,6.2
674,Country Life,1994,1.0,8.0
675,Operation Dumbo Drop,1995,37.0,4.7
676,The Promise,1995,1.0,5.0
677,The Promise,1995,1.0,5.0
678,Mrs. Winterbourne,1996,26.0,5.5
679,Solo,1996,18.0,3.9
680,Under The Domim Tree,1994,2.0,6.5
681,The Substitute,1996,60.0,5.8
682,True Crime,1996,7.0,5.1
683,Butterfly Kiss,1995,5.0,7.4
684,Feeling Minnesota,1996,29.0,5.5
685,Delta of Venus,1995,5.0,3.3
686,To Cross the Rubicon,1991,0.0,0.0
687,Angus,1995,24.0,6.8
688,Priest Daens,1992,15.0,6.7
689,Faces,1968,36.0,7.1
690,Boys,1996,11.0,5.3
691,The Quest,1996,126.0,5.3
692,Cosi,1996,9.0,7.1
693,Sunset Park,1996,7.0,5.1
694,Mulholland Falls,1996,73.0,6.2
695,The Truth About Cats & Dogs,1996,86.0,5.7
696,Oliver & Company,1988,372.0,6.5
697,Celtic Pride,1996,35.0,4.9
698,Flipper,1996,85.0,5.3
699,Captives,1994,10.0,6.0
700,Of Love and Shadows,1994,11.0,4.4
701,Dead Man,1995,397.0,7.2
702,The Horseman on the Roof,1995,25.0,6.7
703,Switchblade Sisters,1975,27.0,6.6
704,Mouth to Mouth,1995,5.0,5.5
705,The Visitors,1993,433.0,7.1
706,Multiplicity,1996,158.0,5.5
707,"The Haunted World of Edward D. Wood, Jr.",1996,1.0,10.0
708,Two Friends,2002,0.0,0.0
709,The Craft,1996,388.0,6.3
710,The Great White Hype,1996,29.0,5.1
711,Last Dance,1996,9.0,5.6
712,Cold Comfort Farm,1995,21.0,7.0
713,"Institute Benjamenta, or This Dream People Call Human Life",1995,11.0,7.7
714,Heaven's Prisoners,1996,17.0,5.0
715,Original Gangstas,1996,5.0,5.5
716,The Rock,1996,1474.0,6.9
717,Getting Away with Murder,1996,6.0,5.5
718,Cemetery Man,1994,105.0,7.0
719,Twister,1996,966.0,6.1
720,Barb Wire,1996,117.0,3.9
721,Le Garçu,1995,1.0,5.0
722,Honeymoon,1996,0.0,0.0
723,Ghost in the Shell,1995,854.0,7.8
724,Thinner,1996,125.0,5.5
725,Spy Hard,1996,148.0,4.9
726,Brothers in Trouble,1995,0.0,0.0
727,A Close Shave,1995,223.0,7.5
728,Force of Evil,1948,33.0,6.6
729,The Stupids,1996,22.0,4.2
730,The Arrival,1996,200.0,6.1
731,The Man from Down Under,1943,0.0,0.0
732,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,1472.0,8.0
733,Careful,1992,4.0,7.8
734,A Month by the Lake,1995,7.0,7.2
735,Gold Diggers: The Secret of Bear Mountain,1995,20.0,5.8
736,Kim,1950,5.0,7.0
737,Carmen Miranda: Bananas Is My Business,1995,1.0,10.0
738,Ashes of Time,1994,73.0,7.1
739,The Jar,1994,3.0,8.0
740,Maya Lin: A Strong Clear Vision,1995,0.0,0.0
741,Stalingrad,1993,116.0,7.4
742,The Phantom,1996,138.0,4.7
743,Striptease,1996,210.0,4.4
744,The Last of the High Kings,1996,15.0,5.7
745,Heavy,1995,11.0,7.7
746,Jack,1996,340.0,5.9
747,I Shot Andy Warhol,1996,32.0,6.1
748,The Grass Harp,1995,4.0,6.1
749,Someone Else's America,1995,0.0,0.0
750,Life is Rosy,1987,2.0,6.5
751,Quartier Mozart,1992,1.0,5.0
752,Touki Bouki,1973,10.0,7.3
753,God's Gift,1982,1.0,5.0
754,Spirits of the Dead,1968,24.0,5.5
755,Babyfever,1994,0.0,0.0
756,Pharaoh's  Army,1995,5.0,6.3
757,Trainspotting,1996,2737.0,7.8
758,Til There Was You,1997,4.0,3.9
759,Independence Day,1996,3334.0,6.7
760,Stealing Beauty,1996,99.0,6.6
761,The Fan,1996,202.0,5.7
762,The Hunchback of Notre Dame,1996,1182.0,6.8
763,The Cable Guy,1996,603.0,5.7
764,Kingpin,1996,248.0,6.7
765,Eraser,1996,553.0,5.6
766,The Gate of Heavenly Peace,1995,3.0,6.7
767,The Nutty Professor,1996,717.0,5.4
768,"I, the Worst of All",1990,3.0,6.8
769,An Unforgettable Summer,1994,6.0,7.2
770,A Hungarian Fairy Tale,1987,0.0,0.0
771,My Life and Times With Antonin Artaud,1993,1.0,8.0
772,Midnight Dancers,1994,1.0,7.0
773,Somebody to Love,1994,2.0,5.1
774,A Very Natural Thing,1974,3.0,6.3
775,The Old Lady Who Walked in the Sea,1991,0.0,0.0
776,Daylight,1996,385.0,5.8
777,The Frighteners,1996,413.0,6.7
778,Lone Star,1996,79.0,6.9
779,Harriet the Spy,1996,47.0,5.7
780,Phenomenon,1996,328.0,6.2
781,Walking and Talking,1996,8.0,6.6
782,She's the One,1996,71.0,5.7
783,A Time to Kill,1996,522.0,7.0
784,American Buffalo,1996,9.0,6.2
785,Rendezvous in Paris,1995,4.0,6.5
786,Alaska,1996,32.0,5.2
787,Fled,1996,49.0,5.2
788,Kazaam,1996,60.0,3.6
789,Magic Hunter,1994,1.0,6.0
790,Larger Than Life,1996,35.0,5.4
791,A Boy Called Hate,1996,2.0,6.0
792,Power 98,1996,1.0,4.0
793,Two Deaths,1995,2.0,7.0
794,A Very Brady Sequel,1996,42.0,5.8
795,Stefano Quantestorie,1993,1.0,6.0
796,Death in the Garden,1956,8.0,7.4
797,Hedd Wyn,1992,2.0,6.5
798,La Collectionneuse,1967,25.0,6.5
799,Kaspar Hauser,1993,4.0,6.3
800,Regular Guys,1996,9.0,5.2
801,Diebinnen,1996,1.0,4.0
802,The Convent,1995,6.0,6.5
803,The Adventures of Pinocchio,1996,55.0,5.0
804,Joe's Apartment,1996,87.0,5.0
805,The First Wives Club,1996,172.0,6.5
806,Stonewall,1995,10.0,7.2
807,Ransom,1996,482.0,6.4
808,High School High,1996,51.0,5.4
809,Phat Beach,1996,8.0,5.4
810,Foxfire,1996,30.0,6.3
811,Chain Reaction,1996,291.0,5.3
812,Matilda,1996,892.0,6.9
813,Emma,1996,152.0,6.7
814,The Crow: City of Angels,1996,119.0,5.2
815,House Arrest,1996,32.0,5.0
816,Eyes Without a Face,1960,130.0,7.5
817,Bordello of Blood,1996,63.0,5.0
818,Lotto Land,1995,1.0,7.0
819,The Story of Xinghua,1994,0.0,0.0
820,The Day the Sun Turned Cold,1994,2.0,7.0
821,Flirt,1995,4.0,7.5
822,The Big Squeeze,1996,1.0,5.0
823,The Spitfire Grill,1996,17.0,6.8
824,Escape from L.A.,1996,381.0,5.6
825,Cyclo,1995,23.0,6.8
826,Basquiat,1996,97.0,6.6
827,Tin Cup,1996,152.0,5.9
828,Dingo,1991,1.0,6.0
829,The Ballad of Narayama,1958,12.0,6.4
830,Every Other Weekend,1990,2.0,6.0
831,Mille bolle blu,1993,1.0,6.0
832,Crows and Sparrows,1949,1.0,5.0
833,The Godfather,1972,6024.0,8.5
834,Maybe... Maybe Not,1994,34.0,6.1
835,Police Story 3: Supercop,1992,109.0,6.7
836,Manny & Lo,1996,9.0,6.3
837,Wife,1953,0.0,0.0
838,Wife,1953,0.0,0.0
839,Small Faces,1996,10.0,6.4
840,Bound,1996,203.0,6.9
841,Carpool,1996,17.0,4.9
842,Death in Brunswick,1990,7.0,6.1
843,Kansas City,1996,13.0,6.1
844,Gone Fishin',1997,48.0,4.7
845,Lover's Knot,1996,2.0,4.0
846,Vive L'Amour,1994,16.0,7.3
847,Shadow of Angels,1976,2.0,4.0
848,Killer: A Journal of Murder,1996,10.0,6.3
849,Nothing to Lose,1994,0.0,0.0
850,Project S,1993,12.0,5.8
851,Girls Town,1996,3.0,5.2
852,Bye-Bye,1995,3.0,7.7
853,The Relic,1997,130.0,5.8
854,The Island of Dr. Moreau,1996,148.0,4.6
855,First Kid,1996,28.0,5.3
856,The Trigger Effect,1996,18.0,6.6
857,Sweet Nothing,1995,2.0,5.0
858,Bogus,1996,46.0,5.4
859,Bulletproof,1996,164.0,5.4
860,Talk of Angels,1998,4.0,6.8
861,The Land Before Time III: The Time of the Great Giving,1995,86.0,6.1
862,1-900,1994,1.0,5.0
863,Baton Rouge,1988,0.0,0.0
864,Halloween: The Curse of Michael Myers,1995,173.0,5.0
865,Twelfth Night,1996,22.0,7.0
866,Mother Night,1996,13.0,7.1
867,Liebelei,1933,8.0,6.3
868,Venice,2010,4.0,7.5
869,Wild Reeds,1994,18.0,7.4
870,For Whom the Bell Tolls,1943,41.0,6.1
871,The Philadelphia Story,1940,196.0,7.7
872,Singin' in the Rain,1952,747.0,7.9
873,An American in Paris,1951,133.0,6.9
874,Funny Face,1957,162.0,7.0
875,Breakfast at Tiffany's,1961,1082.0,7.6
876,Vertigo,1958,1162.0,8.0
877,Rear Window,1954,1531.0,8.2
878,It Happened One Night,1934,283.0,7.7
879,Gaslight,1944,73.0,7.2
880,The Gay Divorcee,1934,17.0,7.2
881,North by Northwest,1959,1062.0,7.8
882,The Apartment,1960,498.0,8.1
883,Some Like It Hot,1959,835.0,8.0
884,Charade,1963,351.0,7.7
885,Casablanca,1942,1462.0,7.9
886,The Maltese Falcon,1941,435.0,7.8
887,My Fair Lady,1964,361.0,7.4
888,Sabrina,1954,284.0,7.4
889,Roman Holiday,1953,502.0,7.8
890,The Little Princess,1939,22.0,7.0
891,Meet Me in St. Louis,1944,66.0,6.8
892,The Wizard of Oz,1939,1689.0,7.4
893,Gone with the Wind,1939,995.0,7.7
894,My Favorite Year,1982,35.0,7.1
895,Sunset Boulevard,1950,533.0,8.2
896,Citizen Kane,1941,1244.0,8.0
897,2001: A Space Odyssey,1968,3075.0,7.9
898,Golden Earrings,1947,3.0,4.8
899,All About Eve,1950,367.0,8.0
900,The Women,1939,26.0,6.4
901,Rebecca,1940,346.0,7.7
902,Foreign Correspondent,1940,86.0,7.0
903,Notorious,1946,345.0,7.8
904,Spellbound,1945,166.0,7.3
905,An Affair to Remember,1957,101.0,7.1
906,To Catch a Thief,1955,299.0,7.1
907,Father of the Bride,1950,43.0,6.6
908,The Band Wagon,1953,46.0,7.1
909,Ninotchka,1939,77.0,7.3
910,Love in the Afternoon,1957,55.0,7.3
911,Gigi,1958,68.0,6.1
912,The Reluctant Debutante,1958,11.0,6.6
913,The Adventures of Robin Hood,1938,170.0,7.6
914,The Mark of Zorro,1940,39.0,7.1
915,Laura,1944,173.0,7.6
916,The Ghost and Mrs. Muir,1947,59.0,7.3
917,Lost Horizon,1937,42.0,6.8
918,Top Hat,1935,62.0,7.4
919,To Be or Not to Be,1942,119.0,7.7
920,My Man Godfrey,1936,69.0,7.7
921,Giant,1956,169.0,7.5
922,East of Eden,1955,163.0,7.5
923,The Thin Man,1934,97.0,7.4
924,His Girl Friday,1940,171.0,7.5
925,Around the World in Eighty Days,1956,85.0,6.5
926,It's a Wonderful Life,1946,1103.0,8.0
927,Mr. Smith Goes to Washington,1939,245.0,7.9
928,Bringing Up Baby,1938,201.0,7.6
929,Penny Serenade,1941,23.0,6.4
930,The Scarlet Letter,1926,4.0,8.3
931,Lady of Burlesque,1943,7.0,5.0
932,Of Human Bondage,1934,26.0,6.4
933,Angel on My Shoulder,1946,6.0,5.7
934,Little Lord Fauntleroy,1936,13.0,6.6
935,They Made Me a Criminal,1939,8.0,5.6
936,The Inspector General,1949,17.0,6.2
937,Angel and the Badman,1947,27.0,6.6
938,The 39 Steps,1935,217.0,7.4
939,A Walk in the Sun,1945,14.0,5.2
940,The Outlaw,1943,16.0,4.9
941,Night of the Living Dead,1968,591.0,7.5
942,The African Queen,1951,232.0,7.4
943,Beat the Devil,1953,31.0,6.2
944,Cat on a Hot Tin Roof,1958,168.0,7.6
945,The Last Time I Saw Paris,1954,9.0,5.1
946,Meet John Doe,1941,52.0,7.3
947,Algiers,1938,6.0,5.8
948,Something to Sing About,1937,2.0,3.8
949,A Farewell to Arms,1932,29.0,6.2
950,A Farewell to Arms,1932,29.0,6.2
951,Moonlight Murder,1936,1.0,6.0
952,Nothing Personal,1996,1.0,4.0
953,"Yes, Madam",1985,11.0,7.4
954,Dangerous Ground,1997,8.0,5.0
955,Picnic,1955,19.0,6.7
956,Madagascar Skin,1995,0.0,0.0
957,The Pompatus of Love,1996,2.0,5.3
958,Small Wonders,1995,0.0,0.0
959,Fly Away Home,1996,114.0,6.6
960,Bliss,1997,6.0,4.8
961,Grace of My Heart,1996,15.0,6.5
962,Brother of Sleep,1995,6.0,6.8
963,Maximum Risk,1996,104.0,5.3
964,Michael Collins,1996,98.0,6.8
965,The Rich Man's Wife,1996,11.0,4.9
966,Infinity,1996,0.0,0.0
967,Big Night,1996,45.0,6.8
968,Last Man Standing,1996,263.0,6.2
969,Caught,1996,5.0,6.5
970,Set It Off,1996,66.0,6.9
971,2 Days in the Valley,1996,73.0,5.9
972,Curdled,1996,29.0,6.2
973,L'associé,1979,3.0,6.0
974,Ed's Next Move,1996,1.0,3.0
975,Extreme Measures,1996,80.0,5.7
976,The Glimmer Man,1996,102.0,4.7
977,D3: The Mighty Ducks,1996,99.0,5.3
978,The Chamber,1996,62.0,5.9
979,The Apple Dumpling Gang,1975,34.0,6.6
980,"Davy Crockett, King of the Wild Frontier",1955,14.0,5.9
981,Escape to Witch Mountain,1975,60.0,6.5
982,The Love Bug,1968,126.0,6.0
983,Herbie Rides Again,1974,77.0,5.9
984,Old Yeller,1957,68.0,7.0
985,The Parent Trap,1961,92.0,6.8
986,Pollyanna,1960,50.0,6.9
987,Homeward Bound: The Incredible Journey,1993,218.0,6.6
988,The Shaggy Dog,1959,22.0,6.2
989,Swiss Family Robinson,1960,88.0,7.0
990,That Darn Cat!,1965,28.0,6.4
991,"20,000 Leagues Under the Sea",1954,160.0,6.9
992,Cool Runnings,1993,510.0,6.8
993,Angels in the Outfield,1994,124.0,5.7
994,Cinderella,1950,1760.0,6.8
995,Winnie the Pooh and the Blustery Day,1968,20.0,7.8
996,The Three Caballeros,1944,108.0,6.2
997,The Sword in the Stone,1963,935.0,6.9
998,So Dear to My Heart,1948,5.0,6.3
999,Robin Hood: Prince of Thieves,1991,937.0,6.6
1000,Mary Poppins,1964,1217.0,7.4
1001,Dumbo,1941,1206.0,6.8
1002,Pete's Dragon,1977,201.0,6.4
1003,Bedknobs and Broomsticks,1971,260.0,6.8
1004,Alice in Wonderland,1951,1557.0,7.0
1005,The Fox and the Hound,1981,884.0,7.0
1006,Freeway,1996,95.0,6.5
1007,The Sound of Music,1965,966.0,7.4
1008,Die Hard,1988,4005.0,7.5
1009,The Lawnmower Man,1992,198.0,5.4
1010,Unhook the Stars,1996,11.0,6.2
1011,Synthetic Pleasures,1995,0.0,0.0
1012,The Secret Agent,1996,7.0,5.0
1013,Secrets & Lies,1996,127.0,7.1
1014,That Thing You Do!,1996,230.0,6.8
1015,To Gillian on Her 37th Birthday,1996,13.0,5.1
1016,Surviving Picasso,1996,21.0,5.3
1017,Love Is All There Is,1996,2.0,5.5
1018,Beautiful Thing,1996,76.0,7.3
1019,The Long Kiss Goodnight,1996,323.0,6.4
1020,The Ghost and the Darkness,1996,238.0,6.4
1021,Looking for Richard,1996,33.0,6.9
1022,Trees Lounge,1996,51.0,6.7
1023,The Proprietor,1996,0.0,0.0
1024,Normal Life,1996,8.0,6.8
1025,Get on the Bus,1996,11.0,7.0
1026,Shadow Conspiracy,1997,12.0,4.0
1027,Jude,1996,38.0,6.6
1028,Everyone Says I Love You,1996,149.0,6.5
1029,Bitter Sugar,1996,3.0,6.3
1030,Romeo + Juliet,1996,1406.0,6.7
1031,Swingers,1996,255.0,6.8
1032,Sleepers,1996,729.0,7.3
1033,The Sunchaser,1996,8.0,6.1
1034,Johns,1996,6.0,6.0
1035,Aladdin and the King of Thieves,1996,494.0,6.1
1036,The Woman in Question,1952,3.0,5.2
1037,Shall We Dance,1937,22.0,7.9
1038,A Damsel in Distress,1937,4.0,7.0
1039,Crossfire,1947,26.0,6.1
1040,"Murder, My Sweet",1944,48.0,7.2
1041,Macao,1952,8.0,5.6
1042,For the Moment,1993,3.0,7.4
1043,Willy Wonka & the Chocolate Factory,1971,826.0,7.4
1044,The Sexual Life of the Belgians,1994,2.0,5.0
1045,The Innocents,1961,126.0,7.5
1046,Sleeper,1973,206.0,7.0
1047,Bananas,1971,167.0,6.7
1048,A Fish Called Wanda,1988,576.0,7.1
1049,Life of Brian,1979,1230.0,7.7
1050,Victor/Victoria,1982,89.0,6.9
1051,The Candidate,1972,39.0,6.9
1052,The Great Race,1965,64.0,7.2
1053,Bonnie and Clyde,1967,384.0,7.6
1054,The Old Man and the Sea,1958,25.0,6.0
1055,Dial M for Murder,1954,539.0,7.9
1056,Madame Butterfly,1995,3.0,4.8
1057,Dirty Dancing,1987,1371.0,7.1
1058,Reservoir Dogs,1992,3821.0,8.1
1059,Platoon,1986,1236.0,7.5
1060,Weekend at Bernie's,1989,255.0,6.4
1061,Basic Instinct,1992,869.0,6.5
1062,The Doors,1991,285.0,6.7
1063,The Crying Game,1992,180.0,6.9
1064,Glengarry Glen Ross,1992,330.0,7.5
1065,Sophie's Choice,1982,149.0,7.4
1066,E.T. the Extra-Terrestrial,1982,3359.0,7.3
1067,The Search for One-eye Jimmy,1994,4.0,6.3
1068,A Christmas Carol,1938,34.0,7.0
1069,Days of Thunder,1990,359.0,5.9
1070,Top Gun,1986,1736.0,6.7
1071,American Strays,1996,5.0,6.8
1072,Rebel Without a Cause,1955,351.0,7.6
1073,A Streetcar Named Desire,1951,291.0,7.6
1074,Children of the Corn IV: The Gathering,1996,41.0,4.6
1075,The Leopard Son,1996,0.0,0.0
1076,Charm's  Incidents,1996,0.0,0.0
1077,Bird of Prey,1995,0.0,0.0
1078,Microcosmos,1996,61.0,7.7
1079,Palookaville,1995,7.0,5.4
1080,The Associate,1996,49.0,6.2
1081,The Funeral,1996,31.0,7.3
1082,The Sleepover,2013,1.0,8.0
1083,A Single Girl,1995,8.0,6.8
1084,The Eighth Day,1996,56.0,7.0
1085,North Star,1996,3.0,5.2
1086,Drunks,1997,0.0,0.0
1087,The People vs. Larry Flynt,1996,257.0,6.8
1088,Glory Daze,1995,15.0,5.8
1089,A Perfect Candidate,1996,2.0,5.3
1090,On Golden Pond,1981,101.0,7.3
1091,The Return of the Pink Panther,1975,138.0,6.7
1092,Drop Dead Fred,1991,107.0,5.9
1093,The Abyss,1989,822.0,7.1
1094,The Fog,1980,318.0,6.4
1095,Escape from New York,1981,720.0,6.9
1096,The Howling,1981,165.0,6.4
1097,Jean de Florette,1986,113.0,7.6
1098,Manon of the Spring,1986,103.0,7.8
1099,Johnny 100 Pesos,1993,3.0,6.3
1100,Private Benjamin,1980,103.0,6.0
1101,Monty Python and the Holy Grail,1975,1742.0,7.8
1102,Hustler White,1996,12.0,6.8
1103,Dadetown,1995,1.0,8.0
1104,Everything Relative,1996,1.0,4.0
1105,Entertaining Angels - The Dorothy Day Story,1996,1.0,5.0
1106,Three Lives and Only One Death,1996,5.0,8.0
1107,The Line King: The Al Hirschfeld Story,1996,0.0,0.0
1108,Snowriders,1996,0.0,0.0
1109,Curtis's Charm,1995,0.0,0.0
1110,When We Were Kings,1996,54.0,7.3
1111,The Wrong Trousers,1993,266.0,7.6
1112,JLG/JLG: Self-Portrait in December,1995,3.0,7.7
1113,The Return of Martin Guerre,1982,22.0,6.7
1114,Faust,1994,22.0,7.4
1115,He Walked by Night,1948,17.0,6.4
1116,Raw Deal,1948,19.0,7.2
1117,T-Men,1947,15.0,6.4
1118,The Children Are Watching Us,1944,11.0,7.2
1119,Pastoral Symphony,1946,3.0,4.7
1120,Here Comes Cookie,1935,1.0,8.0
1121,Love In Bloom,1935,0.0,0.0
1122,Six of a Kind,1934,2.0,3.5
1123,The Tin Drum,1979,93.0,7.0
1124,The Ruling Class,1972,29.0,6.8
1125,Mina Tannenbaum,1994,3.0,4.8
1126,2 or 3 Things I Know About Her,1967,33.0,7.0
1127,The Bloody Child,1996,0.0,0.0
1128,Dear God,1996,17.0,5.1
1129,Bad Moon,1996,33.0,5.7
1130,American Dream,1990,2.0,6.0
1131,Best of the Best 3: No Turning Back,1995,13.0,5.8
1132,Bob Roberts,1992,44.0,6.5
1133,Cinema Paradiso,1988,834.0,8.2
1134,"The Cook, the Thief, His Wife & Her Lover",1989,137.0,7.3
1135,Dead Tired,1994,9.0,5.6
1136,Delicatessen,1991,320.0,7.4
1137,The Double Life of Veronique,1991,154.0,7.3
1138,Enchanted April,1991,25.0,6.9
1139,Paths of Glory,1957,565.0,8.2
1140,The Grifters,1990,112.0,6.5
1141,Hear My Song,1991,4.0,4.1
1142,The Shooter,1997,1.0,5.0
1143,The English Patient,1996,559.0,7.0
1144,Mediterraneo,1991,157.0,7.4
1145,My Left Foot: The Story of Christy Brown,1989,208.0,7.5
1146,"Sex, Lies, and Videotape",1989,188.0,6.7
1147,Passion Fish,1992,7.0,6.7
1148,Strictly Ballroom,1992,83.0,6.2
1149,The Thin Blue Line,1988,109.0,7.9
1150,Tie Me Up! Tie Me Down!,1989,102.0,7.0
1151,Madonna: Truth or Dare,1991,32.0,6.3
1152,Paris is Burning,1990,67.0,8.2
1153,One Flew Over the Cuckoo's Nest,1975,3001.0,8.3
1154,Up in Smoke,1978,201.0,6.7
1155,The Empire Strikes Back,1980,5998.0,8.2
1156,The Princess Bride,1987,1518.0,7.6
1157,Raiders of the Lost Ark,1981,3949.0,7.7
1158,Brazil,1985,877.0,7.6
1159,Aliens,1986,3282.0,7.7
1160,"The Good, the Bad and the Ugly",1966,2371.0,8.1
1161,Withnail & I,1987,173.0,7.4
1162,12 Angry Men,1957,2130.0,8.2
1163,Lawrence of Arabia,1962,870.0,7.8
1164,A Clockwork Orange,1971,3432.0,8.0
1165,To Kill a Mockingbird,1962,676.0,7.9
1166,Apocalypse Now,1979,2112.0,8.0
1167,Once Upon a Time in the West,1968,1160.0,8.1
1168,Return of the Jedi,1983,4763.0,7.9
1169,Wings of Desire,1987,256.0,7.5
1170,The Third Man,1949,431.0,7.9
1171,GoodFellas,1990,3211.0,8.2
1172,Alien,1979,4564.0,7.9
1173,Army of Darkness,1992,852.0,7.3
1174,The Big Blue,1988,364.0,7.6
1175,Ran,1985,349.0,7.9
1176,The Killer,1989,179.0,7.6
1177,Psycho,1960,2405.0,8.3
1178,The Blues Brothers,1980,1092.0,7.5
1179,The Godfather: Part II,1974,3418.0,8.3
1180,Full Metal Jacket,1987,2595.0,7.9
1181,A Grand Day Out,1990,199.0,7.4
1182,Henry V,1989,73.0,7.4
1183,Amadeus,1984,1107.0,7.8
1184,The Quiet Man,1952,118.0,7.3
1185,Once Upon a Time in America,1984,1104.0,8.3
1186,Raging Bull,1980,968.0,7.7
1187,Annie Hall,1977,1044.0,7.8
1188,The Right Stuff,1983,241.0,7.4
1189,Stalker,1979,356.0,7.8
1190,Das Boot,1981,623.0,7.9
1191,The Sting,1973,639.0,7.9
1192,Harold and Maude,1971,266.0,7.7
1193,Trust,1990,24.0,6.5
1194,The Seventh Seal,1957,569.0,7.9
1195,Local Hero,1983,81.0,7.0
1196,The Terminator,1984,4208.0,7.4
1197,Braindead,1992,388.0,7.4
1198,Glory,1989,391.0,7.4
1199,Rosencrantz & Guildenstern Are Dead,1991,75.0,7.3
1200,Manhattan,1979,600.0,7.8
1201,Miller's Crossing,1990,431.0,7.5
1202,Dead Poets Society,1989,2786.0,8.1
1203,The Graduate,1967,855.0,7.6
1204,Touch of Evil,1958,292.0,7.6
1205,La Femme Nikita,1990,511.0,7.0
1206,The Bridge on the River Kwai,1957,554.0,7.7
1207,8½,1963,427.0,7.9
1208,Chinatown,1974,939.0,7.9
1209,The Day the Earth Stood Still,1951,323.0,7.3
1210,The Treasure of the Sierra Madre,1948,285.0,7.9
1211,Bad Taste,1987,196.0,6.4
1212,Duck Soup,1933,170.0,7.6
1213,Better Off Dead...,1985,164.0,6.8
1214,The Shining,1980,3890.0,8.1
1215,Stand by Me,1986,1568.0,7.8
1216,M,1931,465.0,8.0
1217,Evil Dead II,1987,760.0,7.5
1218,The Great Escape,1963,731.0,7.8
1219,The Deer Hunter,1978,943.0,7.8
1220,Diva,1981,37.0,6.7
1221,Groundhog Day,1993,2358.0,7.4
1222,Unforgiven,1992,1133.0,7.7
1223,The Manchurian Candidate,1962,188.0,7.7
1224,Pump up the Volume,1990,86.0,7.0
1225,Arsenic and Old Lace,1944,234.0,7.4
1226,Back to the Future,1985,6239.0,8.0
1227,Fried Green Tomatoes,1991,298.0,7.6
1228,Patton,1970,327.0,7.3
1229,Down by Law,1986,149.0,7.2
1230,Akira,1988,792.0,7.8
1231,Highlander,1986,642.0,6.8
1232,Cool Hand Luke,1967,390.0,7.7
1233,Cyrano de Bergerac,1990,131.0,6.8
1234,Young Frankenstein,1974,880.0,7.7
1235,Night on Earth,1991,165.0,7.5
1236,Raise the Red Lantern,1991,139.0,7.8
1237,The Great Dictator,1940,756.0,8.1
1238,Fantasia,1940,831.0,7.2
1239,High Noon,1952,343.0,7.6
1240,The Big Sleep,1946,244.0,7.6
1241,Heathers,1988,387.0,7.3
1242,Somewhere in Time,1980,104.0,7.1
1243,Ben-Hur,1959,660.0,7.5
1244,This Is Spinal Tap,1984,413.0,7.6
1245,Koyaanisqatsi,1982,140.0,7.7
1246,Some Kind of Wonderful,1987,104.0,6.9
1247,Indiana Jones and the Last Crusade,1989,3221.0,7.6
1248,Being There,1979,243.0,7.7
1249,Gandhi,1982,730.0,7.4
1250,The Unbearable Lightness of Being,1988,89.0,7.0
1251,A Room with a View,1985,164.0,6.9
1252,Real Genius,1985,121.0,6.6
1253,Pink Floyd: The Wall,1982,363.0,7.7
1254,The Killing Fields,1984,180.0,7.5
1255,My Life as a Dog,1985,70.0,7.3
1256,Forbidden Planet,1956,238.0,7.2
1257,Field of Dreams,1989,383.0,7.1
1258,The Man Who Would Be King,1975,148.0,7.6
1259,Butch Cassidy and the Sundance Kid,1969,659.0,7.4
1260,"Paris, Texas",1984,282.0,7.7
1261,Until the End of the World,1991,45.0,6.3
1262,When Harry Met Sally...,1989,974.0,7.3
1263,I Shot a Man in Vegas,1996,0.0,0.0
1264,Parallel Sons,1995,1.0,5.0
1265,Hype!,1996,12.0,6.8
1266,Santa with Muscles,1996,20.0,3.5
1267,Female Perversions,1996,10.0,5.4
1268,Mad Dog Time,1996,12.0,6.2
1269,Breathing Room,1996,0.0,0.0
1270,Paris Was a Woman,1996,1.0,7.0
1271,I'm Not Rappaport,1996,8.0,6.2
1272,Blue Juice,1995,13.0,3.6
1273,Kids of Survival,1996,0.0,0.0
1274,Alien³,1992,1664.0,6.2
1275,An American Werewolf in London,1981,571.0,7.2
1276,Amityville: It's About Time,1992,21.0,4.1
1277,Amityville 3-D,1983,40.0,4.0
1278,Amityville: Dollhouse,1996,17.0,3.5
