,title,crew,return,release_date,release_year,budget,revenue
323,Tales from the Crypt: Demon Knight,['Ernest R. Dickerson'],0.0,1995-01-13,1995,0,0.0
324,Star Trek: Generations,['David Carson'],3.16,1994-11-17,1994,38000000,120000000.0
325,Tales from the Hood,['Rusty Cundieff'],2.0,1995-05-24,1995,6000000,12000000.0
326,Tom & Viv,['Brian Gilbert'],0.0,1994-04-15,1994,0,0.0
327,Village of the Damned,['John Carpenter'],0.0,1995-04-28,1995,0,0.0
328,Tommy Boy,['Peter Segal'],0.0,1995-03-31,1995,0,32648673.0
329,Vanya on 42nd Street,['Louis Malle'],0.0,1994-09-13,1994,0,0.0
330,The Underneath,['Steven Soderbergh'],0.0,1995-04-28,1995,6500000,0.0
331,The Walking Dead,['Preston A. Whitmore II'],0.0,1995-02-24,1995,0,0.0
332,What's Eating Gilbert Grape,['Lasse Hallström'],0.91,1993-12-17,1993,11000000,10032765.0
333,Virtuosity,['Brett Leonard'],0.8,1995-08-04,1995,30000000,24048000.0
334,While You Were Sleeping,['Jon Turteltaub'],10.71,1995-04-21,1995,17000000,182057016.0
335,The War,['Jon Avnet'],0.0,1994-11-04,1994,0,0.0
336,Double Happiness,['Mina Shum'],0.0,1994-09-07,1994,0,759393.0
337,Muriel's Wedding,['P.J. Hogan'],5.04,1994-09-29,1994,3000000,15119639.0
338,The Baby-Sitters Club,['Melanie Mayron'],0.0,1995-08-18,1995,0,0.0
339,Ace Ventura: Pet Detective,['Tom Shadyac'],7.15,1994-02-04,1994,15000000,107217396.0
340,"The Adventures of Priscilla, Queen of the Desert",['Stephan Elliott'],0.0,1994-05-31,1994,0,11220670.0
341,Backbeat,['Iain Softley'],0.0,1994-04-01,1994,0,0.0
342,Bitter Moon,['Roman Polanski'],0.37,1992-09-02,1992,5000000,1862805.0
343,Bullets Over Broadway,['Woody Allen'],0.0,1994-10-14,1994,0,0.0
344,Clear and Present Danger,['Phillip Noyce'],3.48,1994-08-03,1994,62000000,215887717.0
345,The Client,['Joel Schumacher'],2.61,1994-07-20,1994,45000000,117615211.0
346,"Corrina, Corrina",['Jessie Nelson'],0.0,1994-08-12,1994,0,0.0
347,Crooklyn,['Spike Lee'],0.0,1994-05-13,1994,0,0.0
348,The Crow,['Alex Proyas'],6.27,1994-05-11,1994,15000000,94000000.0
349,Cobb,['Ron Shelton'],0.0,1994-12-02,1994,0,1007583.0
350,The Flintstones,['Brian Levant'],7.43,1994-05-26,1994,46000000,341631208.0
351,Forrest Gump,['Robert Zemeckis'],12.33,1994-07-06,1994,55000000,677945399.0
352,Four Weddings and a Funeral,['Mike Newell'],42.45,1994-03-09,1994,6000000,254700832.0
353,Higher Learning,['John Singleton'],0.0,1995-01-11,1995,0,38290723.0
354,I Like It Like That,['Darnell Martin'],0.0,1994-10-14,1994,0,1777020.0
355,I Love Trouble,['Charles Shyer'],1.38,1994-06-29,1994,45000000,61947267.0
356,It Could Happen to You,['Andrew Bergman'],0.0,1994-07-29,1994,0,0.0
357,The Jungle Book,['Stephen Sommers'],0.0,1994-12-23,1994,0,0.0
358,"The Wonderful, Horrible Life of Leni Riefenstahl",['Ray Müller'],0.0,1993-09-11,1993,0,449707.0
359,The Lion King,"['Roger Allers', 'Rob Minkoff']",17.52,1994-06-23,1994,45000000,788241776.0
360,Little Buddha,['Bernardo Bertolucci'],0.14,1993-12-01,1993,35000000,4858139.0
361,New Nightmare,['Wes Craven'],1.29,1994-10-13,1994,14000000,18090181.0
362,The Mask,['Chuck Russell'],15.29,1994-07-29,1994,23000000,351583407.0
363,Maverick,['Richard Donner'],0.0,1994-05-20,1994,0,0.0
364,Mrs. Parker and the Vicious Circle,['Alan Rudolph'],0.0,1994-09-07,1994,0,0.0
365,The Naked Gun 33⅓: The Final Insult,['Peter Segal'],1.7,1994-03-18,1994,30000000,51132598.0
366,The Paper,['Ron Howard'],0.0,1994-03-18,1994,6000000,0.0
367,Reality Bites,['Ben Stiller'],1.75,1994-02-18,1994,11500000,20079850.0
368,Red Rock West,['John Dahl'],0.25,1993-07-08,1993,8000000,2000000.0
369,Ri¢hie Ri¢h,['Donald Petrie'],0.0,1994-12-19,1994,40000000,0.0
370,Safe Passage,['Robert Allan Ackerman'],0.0,1994-12-01,1994,0,0.0
371,The River Wild,['Curtis Hanson'],0.0,1994-09-30,1994,45000000,0.0
372,Speed,['Jan de Bont'],11.68,1994-06-09,1994,30000000,350448145.0
373,Speechless,['Ron Underwood'],0.0,1994-12-16,1994,0,0.0
374,Timecop,['Peter Hyams'],3.76,1994-09-15,1994,27000000,101646581.0
375,True Lies,['James Cameron'],3.29,1994-07-14,1994,115000000,378882411.0
376,When a Man Loves a Woman,['Luis Mandoki'],0.0,1994-04-29,1994,0,50021959.0
377,Wolf,['Mike Nichols'],0.0,1994-06-17,1994,0,0.0
378,Wyatt Earp,['Lawrence Kasdan'],0.4,1994-06-24,1994,63000000,25052000.0
379,Bad Company,['Damian Harris'],0.0,1995-01-20,1995,0,0.0
380,A Man of No Importance,['Suri Krishnamma'],0.0,1994-12-22,1994,0,953.0
381,S.F.W.,['Jefery Levy'],0.0,1994-09-15,1994,0,0.0
382,A Low Down Dirty Shame,['Keenen Ivory Wayans'],2.94,1994-11-23,1994,10000000,29392418.0
383,"Boys Life: Three Stories of Love, Lust, and Liberation","['Robert Lee King', 'Brian Sloan', ""Raoul O'Connell""]",0.0,1994-09-30,1994,0,0.0
384,Colonel Chabert,['Yves Angelo'],0.0,1994-01-01,1994,0,0.0
385,"Faster, Pussycat! Kill! Kill!",['Russ Meyer'],0.0,1965-08-06,1965,45000,0.0
386,Jason's Lyric,['Doug McHenry'],2.98,1994-09-28,1994,7000000,20851521.0
387,The Secret Adventures of Tom Thumb,['Dave Borthwick'],0.0,1993-12-10,1993,0,0.0
388,Street Fighter,['Steven E. de Souza'],2.84,1994-12-22,1994,35000000,99423521.0
389,Coldblooded,['Wallace Wolodarsky'],0.0,1995-09-15,1995,0,0.0
390,Desert Winds,['Michael A. Nickles'],0.0,1997-12-31,1997,0,0.0
391,Fall Time,['Paul Warner'],0.0,1995-05-13,1995,0,0.0
392,The Fear,['Vincent Robert'],0.0,1995-01-20,1995,0,0.0
393,Frank and Ollie,['Theodore Thomas'],0.0,1995-10-20,1995,0,0.0
394,Girl in the Cadillac,['Lucas Platt'],0.0,1995-10-24,1995,0,0.0
395,Homage,['Ross Kagan Marks'],0.0,1995-05-03,1995,0,0.0
396,Mirage,['Paul Williams'],0.0,1995-11-21,1995,0,0.0
397,Open Season,['Robert Wuhl'],0.0,1996-05-03,1996,0,0.0
398,Dos Crímenes,['Roberto Sneider'],0.0,1995-05-26,1995,0,0.0
399,Brother Minister: The Assassination of Malcolm X,"['Jack Baxter', 'Jefri Aalmuhammed']",0.0,1995-03-01,1995,0,0.0
400,Highlander: The Final Dimension,['Andrew Morahan'],1.42,1994-11-29,1994,26000000,36800000.0
401,Federal Hill,['Michael Corrente'],0.0,1995-02-24,1995,0,0.0
402,In the Mouth of Madness,['John Carpenter'],1.12,1994-12-12,1994,8000000,8946600.0
403,8 Seconds,['John G. Avildsen'],0.0,1994-02-25,1994,0,0.0
404,Above the Rim,['Jeff Pollack'],0.0,1994-03-23,1994,0,0.0
405,Addams Family Values,['Barry Sonnenfeld'],0.0,1993-11-19,1993,0,48919043.0
406,Martin Lawrence: You So Crazy,['Thomas Schlamme'],0.0,1994-04-27,1994,0,0.0
407,The Age of Innocence,['Martin Scorsese'],0.95,1993-09-17,1993,34000000,32255440.0
408,Airheads,['Michael Lehmann'],0.0,1994-08-05,1994,0,0.0
409,The Air Up There,['Paul Michael Glaser'],1.23,1994-01-07,1994,17080000,21011500.0
410,Another Stakeout,['John Badham'],0.0,1993-07-22,1993,0,0.0
411,Bad Girls,['Jonathan Kaplan'],0.0,1994-04-22,1994,0,15240435.0
412,Barcelona,['Whit Stillman'],0.0,1994-07-29,1994,3200000,0.0
413,Being Human,['Bill Forsyth'],0.0,1994-05-06,1994,40000000,0.0
414,The Beverly Hillbillies,['Penelope Spheeris'],0.0,1993-10-15,1993,0,0.0
415,Beverly Hills Cop III,['John Landis'],2.38,1994-05-24,1994,50000000,119208989.0
416,Black Beauty,['Caroline Thompson'],0.0,1994-07-29,1994,0,0.0
417,Blink,['Michael Apted'],0.0,1994-01-26,1994,0,16668552.0
418,Blown Away,['Stephen Hopkins'],0.0,1994-07-01,1994,0,30156002.0
419,Blue Chips,['William Friedkin'],0.0,1994-02-18,1994,0,0.0
420,Blue Sky,['Tony Richardson'],0.0,1994-09-16,1994,0,0.0
421,Body Snatchers,['Abel Ferrara'],0.03,1993-06-09,1993,13000000,428868.0
422,Boxing Helena,['Jennifer Chambers Lynch'],0.0,1993-06-18,1993,0,1796389.0
423,A Bronx Tale,['Robert De Niro'],0.79,1993-09-14,1993,22000000,17287898.0
424,Cabin Boy,['Adam Resnick'],0.0,1994-01-07,1994,0,3662459.0
425,Calendar Girl,['John Whitesell'],0.2,1993-09-03,1993,13000000,2570145.0
426,Carlito's Way,['Brian De Palma'],1.22,1993-11-10,1993,30000000,36516012.0
427,City Slickers II: The Legend of Curly's Gold,['Paul Weiland'],0.0,1994-06-10,1994,0,0.0
428,Clean Slate,['Mick Jackson'],0.0,1994-05-06,1994,0,7355425.0
429,Cliffhanger,['Renny Harlin'],3.64,1993-05-28,1993,70000000,255000211.0
430,Coneheads,['Steve Barron'],0.0,1993-07-23,1993,0,0.0
431,Color of Night,['Richard Rush'],0.49,1994-08-19,1994,40000000,19726050.0
432,Cops & Robbersons,['Michael Ritchie'],0.0,1994-04-15,1994,0,0.0
433,The Cowboy Way,['Gregg Champion'],0.0,1994-06-03,1994,0,0.0
434,Dangerous Game,['Abel Ferrara'],0.0,1993-11-19,1993,0,0.0
435,Dave,['Ivan Reitman'],0.0,1993-05-07,1993,0,63000000.0
436,Dazed and Confused,['Richard Linklater'],1.16,1993-09-24,1993,6900000,7993039.0
437,Demolition Man,['Marco Brambilla'],2.79,1993-10-08,1993,57000000,159055768.0
438,The Endless Summer 2,['Bruce Brown'],0.0,1994-06-03,1994,0,0.0
439,Even Cowgirls Get the Blues,['Gus Van Sant'],0.0,1994-05-13,1994,8000000,0.0
440,Fatal Instinct,['Carl Reiner'],0.0,1993-10-29,1993,0,0.0
441,Farewell My Concubine,['Chen Kaige'],0.0,1993-09-16,1993,0,0.0
442,The Favor,['Donald Petrie'],0.0,1994-04-29,1994,0,0.0
443,Fearless,['Peter Weir'],0.0,1993-10-15,1993,0,0.0
444,Fear of a Black Hat,['Rusty Cundieff'],0.0,1994-10-28,1994,0,0.0
445,With Honors,['Alek Keshishian'],0.0,1994-04-29,1994,0,0.0
446,Flesh and Bone,['Steve Kloves'],0.0,1993-11-05,1993,0,9488998.0
447,Widows' Peak,['John Irvin'],0.0,1994-05-13,1994,0,0.0
448,For Love or Money,['Barry Sonnenfeld'],0.37,1993-10-01,1993,30000000,11146270.0
449,The Firm,['Sydney Pollack'],6.43,1993-06-30,1993,42000000,270248367.0
450,Free Willy,['Simon Wincer'],7.68,1993-07-16,1993,20000000,153698625.0
451,Fresh,['Boaz Yakin'],0.0,1994-08-24,1994,0,0.0
452,The Fugitive,['Andrew Davis'],8.38,1993-08-06,1993,44000000,368875760.0
453,Geronimo: An American Legend,['Walter Hill'],0.53,1993-12-10,1993,35000000,18635620.0
454,The Getaway,['Roger Donaldson'],0.0,1994-02-11,1994,0,30.0
455,Getting Even with Dad,['Howard Deutch'],0.0,1994-06-17,1994,30000000,0.0
456,Go Fish,['Rose Troche'],0.0,1994-06-10,1994,0,0.0
457,A Good Man in Africa,['Bruce Beresford'],0.0,1994-07-14,1994,0,0.0
458,Guilty as Sin,['Sidney Lumet'],0.0,1993-06-04,1993,0,22886222.0
459,Hard Target,['John Woo'],4.12,1993-08-20,1993,18000000,74189677.0
460,Heaven & Earth,['Oliver Stone'],0.0,1993-12-24,1993,33000000,0.0
461,Hot Shots! Part Deux,['Jim Abrahams'],5.35,1993-05-21,1993,25000000,133752825.0
462,Live Nude Girls,['Julianna Lavin'],0.0,1995-12-08,1995,0,0.0
463,The Englishman Who Went Up a Hill But Came Down a Mountain,['Christopher Monger'],0.0,1995-05-12,1995,0,0.0
464,The House of the Spirits,['Bille August'],0.0,1993-10-19,1993,25000000,0.0
465,House Party 3,['Eric Meza'],0.0,1994-01-01,1994,0,0.0
466,The Hudsucker Proxy,['Joel Coen'],0.0,1994-03-11,1994,30000000,0.0
467,I'll Do Anything,['James L. Brooks'],0.0,1994-02-04,1994,40000000,0.0
468,In the Army Now,"['Daniel Petrie, Jr.']",0.0,1994-08-12,1994,0,28881266.0
469,In the Line of Fire,['Wolfgang Petersen'],4.42,1993-07-08,1993,40000000,176997168.0
470,In the Name of the Father,['Jim Sheridan'],5.06,1993-12-12,1993,13000000,65796862.0
471,The Inkwell,['Matty Rich'],0.0,1994-04-22,1994,0,8880705.0
472,What's Love Got to Do with It,['Brian Gibson'],0.0,1993-06-09,1993,0,0.0
473,Jimmy Hollywood,['Barry Levinson'],0.0,1994-03-30,1994,30000000,0.0
474,Judgment Night,['Stephen Hopkins'],0.0,1993-10-15,1993,0,12136938.0
475,Jurassic Park,['Steven Spielberg'],14.6,1993-06-11,1993,63000000,920100000.0
476,Kalifornia,['Dominic Sena'],0.27,1993-09-01,1993,9000000,2395231.0
477,Killing Zoe,['Roger Avary'],0.28,1993-10-01,1993,1500000,418961.0
478,King of the Hill,['Steven Soderbergh'],0.0,1993-08-20,1993,0,0.0
479,Lassie,['Daniel Petrie'],0.0,1994-07-22,1994,0,0.0
480,Last Action Hero,['John McTiernan'],1.62,1993-06-18,1993,85000000,137298489.0
481,Life With Mikey,['James Lapine'],0.0,1993-06-04,1993,0,0.0
482,Lightning Jack,"['Simon Wincer', 'Paul Hogan', 'Greg Coote']",0.0,1994-03-11,1994,0,0.0
483,M. Butterfly,['David Cronenberg'],0.0,1993-09-09,1993,0,1499795.0
484,Made in America,['Richard Benjamin'],0.0,1993-05-27,1993,22000000,0.0
485,Malice,['Harold Becker'],0.0,1993-09-29,1993,0,46405336.0
486,The Man without a Face,['Mel Gibson'],0.0,1993-08-25,1993,0,24760338.0
487,Manhattan Murder Mystery,['Woody Allen'],0.84,1993-08-18,1993,13500000,11285588.0
488,Menace II Society,"['Albert Hughes', 'Allen Hughes']",7.97,1993-05-26,1993,3500000,27900000.0
489,Executive Decision,['Stuart Baird'],2.22,1996-03-15,1996,55000000,121969216.0
490,In the Realm of the Senses,['Nagisa Ōshima'],0.0,1976-05-15,1976,0,0.0
491,What Happened Was...,['Tom Noonan'],0.0,1994-09-09,1994,0,0.0
492,Much Ado About Nothing,['Kenneth Branagh'],0.0,1993-05-07,1993,8000000,0.0
493,Mr. Jones,['Mike Figgis'],0.0,1993-10-08,1993,0,0.0
494,Mr. Wonderful,['Anthony Minghella'],0.0,1993-10-15,1993,0,0.0
495,Mrs. Doubtfire,['Chris Columbus'],17.65,1993-11-24,1993,25000000,441286195.0
496,Naked,['Mike Leigh'],0.0,1993-09-14,1993,0,0.0
497,The Next Karate Kid,['Christopher Cain'],1.32,1994-07-18,1994,12000000,15826984.0
498,The New Age,['Michael Tolkin'],0.0,1994-09-16,1994,0,0.0
499,No Escape,['Martin Campbell'],0.77,1994-04-29,1994,20000000,15340000.0
500,North,['Rob Reiner'],0.0,1994-07-22,1994,40000000,0.0
501,Orlando,['Sally Potter'],0.0,1992-09-01,1992,4000000,0.0
502,A Perfect World,['Clint Eastwood'],4.5,1993-11-24,1993,30000000,135130999.0
503,Philadelphia,['Jonathan Demme'],7.95,1993-12-22,1993,26000000,206678440.0
504,The Piano,['Jane Campion'],16.67,1993-05-19,1993,7000000,116700000.0
505,Poetic Justice,['John Singleton'],1.97,1993-07-23,1993,14000000,27515786.0
506,The Program,['David S. Ward'],0.0,1993-09-24,1993,0,23042200.0
507,The Puppet Masters,['Stuart Orme'],0.0,1994-10-21,1994,0,8638072.0
508,Radioland Murders,['Mel Smith'],0.0,1994-10-21,1994,0,0.0
509,The Ref,['Ted Demme'],1.04,1994-03-09,1994,11000000,11439193.0
510,The Remains of the Day,['James Ivory'],2.02,1993-11-05,1993,11500000,23237911.0
511,Renaissance Man,['Penny Marshall'],0.61,1994-06-03,1994,40000000,24332324.0
512,Rising Sun,['Philip Kaufman'],0.0,1993-07-30,1993,0,107198790.0
513,The Road to Wellville,['Alan Parker'],0.0,1994-10-28,1994,0,0.0
514,RoboCop 3,['Fred Dekker'],0.49,1993-04-17,1993,22000000,10696210.0
515,Robin Hood: Men in Tights,['Mel Brooks'],1.79,1993-07-28,1993,20000000,35739755.0
516,Romeo Is Bleeding,['Peter Medak'],0.28,1993-09-13,1993,11500000,3275585.0
517,Romper Stomper,['Geoffrey Wright'],0.0,1992-03-05,1992,0,0.0
518,Ruby in Paradise,['Victor Nunez'],1.25,1993-10-08,1993,800000,1001437.0
519,Rudy,['David Anspaugh'],1.9,1993-09-17,1993,12000000,22750363.0
520,The Saint of Fort Washington,['Tim Hunter'],0.0,1993-11-03,1993,0,0.0
521,Savage Nights,['Cyril Collard'],0.0,1992-08-19,1992,0,0.0
522,Schindler's List,['Steven Spielberg'],14.61,1993-11-29,1993,22000000,321365567.0
523,The Scout,['Michael Ritchie'],0.0,1994-09-30,1994,0,0.0
524,Searching for Bobby Fischer,['Steven Zaillian'],0.0,1993-08-13,1993,0,7266383.0
525,Second Best,['Chris Menges'],0.0,1994-09-30,1994,0,0.0
526,The Secret Garden,['Agnieszka Holland'],0.0,1993-08-13,1993,0,0.0
527,Serial Mom,['John Waters'],0.6,1994-04-13,1994,13000000,7820688.0
528,The Shadow,['Russell Mulcahy'],1.92,1994-07-01,1994,25000000,48063435.0
529,Shadowlands,['Richard Attenborough'],0.0,1993-12-25,1993,22000000,0.0
530,Short Cuts,['Robert Altman'],0.0,1993-09-05,1993,0,6110979.0
531,A Simple Twist of Fate,['Gillies MacKinnon'],0.0,1994-09-02,1994,0,0.0
532,Sirens,['John Duigan'],0.0,1993-10-01,1993,0,7770731.0
533,Six Degrees of Separation,['Fred Schepisi'],0.0,1993-12-08,1993,0,0.0
534,Sleepless in Seattle,['Nora Ephron'],10.85,1993-06-24,1993,21000000,227799884.0
535,Sliver,['Phillip Noyce'],2.91,1993-05-21,1993,40000000,116300000.0
536,Blade Runner,['Ridley Scott'],1.18,1982-06-25,1982,28000000,33139618.0
537,Son in Law,['Steve Rash'],0.0,1993-07-02,1993,0,36448200.0
538,So I Married an Axe Murderer,['Thomas Schlamme'],0.58,1993-07-30,1993,20000000,11585483.0
539,Striking Distance,['Rowdy Herrington'],0.0,1993-09-17,1993,30,0.0
540,Harem,['Arthur Joffé'],0.0,1985-11-20,1985,0,0.0
541,Super Mario Bros.,"['Annabel Jankel', 'Rocky Morton']",0.44,1993-05-28,1993,48000000,20915465.0
542,Surviving the Game,['Ernest R. Dickerson'],1.04,1994-04-15,1994,7400000,7690013.0
543,Terminal Velocity,['Deran Sarafian'],0.33,1994-09-23,1994,50000000,16478900.0
544,Thirty Two Short Films About Glenn Gould,['François Girard'],0.0,1993-11-26,1993,0,0.0
545,Threesome,['Andrew Fleming'],0.0,1994-04-08,1994,0,0.0
546,The Nightmare Before Christmas,['Henry Selick'],4.2,1993-10-09,1993,18000000,75634409.0
547,The Three Musketeers,['Stephen Herek'],1.8,1993-11-11,1993,30000000,53898845.0
548,Tombstone,['George P. Cosmatos'],2.26,1993-12-25,1993,25000000,56505065.0
549,Trial by Jury,['Heywood Gould'],0.0,1994-09-09,1994,0,0.0
550,True Romance,['Tony Scott'],0.98,1993-09-09,1993,12500000,12281551.0
551,The War Room,"['D.A. Pennebaker', 'Chris Hegedus']",0.0,1993-12-05,1993,0,0.0
552,The Pagemaster,"['Joe Johnston', 'Pixote Hunt', 'Maurice Hunt']",0.51,1994-11-23,1994,27000000,13670688.0
553,"Paris, France",['Jerry Ciccoritti'],0.0,1994-02-04,1994,0,0.0
554,"The Beans of Egypt, Maine",['Jennifer Warren'],0.0,1994-01-01,1994,0,0.0
555,Killer,['Mark Malone'],0.0,1994-09-14,1994,0,0.0
556,Welcome to the Dollhouse,['Todd Solondz'],0.0,1995-05-24,1995,0,0.0
557,Germinal,['Claude Berri'],0.0,1993-09-29,1993,0,0.0
558,Chasers,['Dennis Hopper'],0.0,1994-04-22,1994,0,1596687.0
559,Cronos,['Guillermo del Toro'],0.0,1993-09-12,1993,0,0.0
560,Naked in New York,['Daniel Algrant'],0.0,1993-11-10,1993,0,0.0
561,Kika,['Pedro Almodóvar'],0.0,1993-10-28,1993,0,0.0
562,Bhaji on the Beach,['Gurinder Chadha'],0.0,1994-01-21,1994,0,0.0
563,Little Big League,['Andrew Scheinman'],0.0,1994-06-29,1994,0,0.0
564,The Slingshot,['Åke Sandgren'],0.0,1993-09-24,1993,0,0.0
565,Wide Eyed and Legless,['Richard Loncraine'],0.0,1993-09-05,1993,0,0.0
566,Foreign Student,['Eva Sereny'],0.0,1994-07-29,1994,0,0.0
567,"Ciao, Professore!",['Lina Wertmüller'],0.0,1992-10-01,1992,0,0.0
568,Spanking the Monkey,['David O. Russell'],0.0,1994-01-15,1994,200000,0.0
569,The Little Rascals,['Penelope Spheeris'],0.0,1994-08-05,1994,0,67308282.0
570,À la mode,['Rémy Duchemin'],0.0,1993-09-10,1993,0,0.0
571,Andre,['George T. Miller'],0.0,1994-08-17,1994,0,0.0
572,The Escort,['Ricky Tognazzi'],0.0,1993-01-01,1993,0,0.0
573,Princess Caraboo,['Michael Austin'],0.0,1994-09-16,1994,0,3021629.0
574,The Celluloid Closet,"['Rob Epstein', 'Jeffrey Friedman']",0.0,1996-01-30,1996,0,0.0
575,Café au Lait,['Mathieu Kassovitz'],0.0,1993-01-01,1993,0,0.0
576,Dear Diary,['Nanni Moretti'],0.0,1993-10-12,1993,0,0.0
577,I Don't Want to Talk About It,['María Luisa Bemberg'],0.0,1993-05-20,1993,0,0.0
578,The Brady Bunch Movie,['Betty Thomas'],0.0,1995-02-16,1995,0,0.0
579,Home Alone,['Chris Columbus'],26.48,1990-11-09,1990,18000000,476684675.0
580,Ghost,['Jerry Zucker'],22.95,1990-07-12,1990,22000000,505000000.0
581,Aladdin,"['Ron Clements', 'John Musker']",18.0,1992-11-25,1992,28000000,504050219.0
582,Terminator 2: Judgment Day,['James Cameron'],5.2,1991-07-01,1991,100000000,520000000.0
583,Dances with Wolves,['Kevin Costner'],19.28,1990-11-09,1990,22000000,424208848.0
584,Tough and Deadly,['Steve Cohen'],0.0,1995-02-14,1995,0,0.0
585,Batman,['Tim Burton'],11.75,1989-06-23,1989,35000000,411348924.0
586,The Silence of the Lambs,['Jonathan Demme'],14.35,1991-02-01,1991,19000000,272742922.0
587,Snow White and the Seven Dwarfs,['David Hand'],124.24,1937-12-20,1937,1488423,184925486.0
588,Beauty and the Beast,"['Gary Trousdale', 'Kirk Wise']",15.09,1991-11-13,1991,25000000,377350553.0
589,Pinocchio,"['Hamilton Luske', 'Ben Sharpsteen']",32.42,1940-02-23,1940,2600000,84300000.0
590,Pretty Woman,['Garry Marshall'],33.07,1990-03-23,1990,14000000,463000000.0
591,Window to Paris,['Yuri Mamin'],0.0,1993-12-01,1993,0,0.0
592,The Wild Bunch,['Sam Peckinpah'],0.1,1969-06-17,1969,6244087,638641.0
593,Love and a .45,['C.M. Talkington'],0.0,1994-11-23,1994,0,0.0
594,The Wooden Man's Bride,['Huang Jianxin'],0.0,1994-02-05,1994,0,0.0
595,A Great Day in Harlem,['Jean Bach'],0.0,1994-09-27,1994,0,0.0
596,Bye Bye Love,['Sam Weisman'],0.0,1995-03-16,1995,0,0.0
597,One Fine Day,['Michael Hoffman'],0.0,1996-12-20,1996,0,97529550.0
598,Candyman: Farewell to the Flesh,['Bill Condon'],0.0,1995-03-17,1995,0,13940383.0
599,Century,['Stephen Poliakoff'],0.0,1993-12-31,1993,0,0.0
600,Fargo,['Joel Coen'],8.66,1996-04-05,1996,7000000,60611975.0
601,Homeward Bound II: Lost in San Francisco,['David R. Ellis'],0.0,1996-03-08,1996,0,32709423.0
602,Heavy Metal,['Gerald Potterton'],0.0,1981-08-07,1981,9300000,0.0
603,Hellraiser: Bloodline,"['Kevin Yagher', 'Joe Chappelle']",4.17,1996-03-08,1996,4000000,16675000.0
604,The Pallbearer,['Matt Reeves'],0.0,1996-05-03,1996,8000000,0.0
605,Jane Eyre,['Franco Zeffirelli'],0.0,1996-02-09,1996,0,0.0
606,Loaded,['Anna Campion'],0.0,1996-04-12,1996,500000,0.0
607,Bread and Chocolate,['Franco Brusati'],0.0,1974-05-05,1974,0,0.0
608,The Aristocats,['Wolfgang Reitherman'],13.92,1970-12-23,1970,4000000,55675257.0
609,The Flower of My Secret,['Pedro Almodóvar'],0.0,1995-09-22,1995,0,0.0
610,Two Much,['Fernando Trueba'],0.0,1996-02-14,1996,0,0.0
611,Ed,['Bill Couturié'],0.0,1996-03-15,1996,0,0.0
612,Scream of Stone,['Werner Herzog'],0.0,1991-01-01,1991,0,0.0
613,My Favorite Season,['André Téchiné'],0.0,1993-05-14,1993,0,0.0
614,A Modern Affair,[],0.0,1996-09-06,1996,0,0.0
615,Condition Red,['Mika Kaurismäki'],0.0,1995-12-08,1995,0,0.0
616,Halfaouine: Boy of the Terraces,['Férid Boughedir'],0.0,1990-01-01,1990,0,0.0
617,A Thin Line Between Love and Hate,['Martin Lawrence'],0.0,1996-04-04,1996,0,0.0
618,The Last Supper,['Stacy Title'],0.0,1995-09-08,1995,0,442965.0
619,Primal Fear,['Gregory Hoblit'],3.42,1996-04-03,1996,30000000,102616183.0
620,Rude,['Clément Virgo'],0.0,1995-09-08,1995,0,0.0
621,Carried Away,['Bruno Barreto'],0.0,1996-01-26,1996,0,0.0
622,All Dogs Go to Heaven 2,"['Paul Sabella', 'Larry Leker']",0.0,1996-03-29,1996,0,8620678.0
623,Land and Freedom,['Ken Loach'],0.0,1995-01-01,1995,0,0.0
624,Denise Calls Up,['Hal Salwen'],0.0,1995-05-17,1995,0,0.0
