,index,title,genres,id,release_year,runtime,popularity,cast,crew
26,26,Whiplash,Drama,244786,2014,105.0,64.29999,"Miles Teller J.K. Simmons Melissa Benoist Austin Stowell Jayson Blair Kavita Patil Paul Reiser Nate Lang Chris Mulkey Damon Gupton Suanne Spoke Max Kasch Charlie Ian Kofi Siriboe C.J. Vana Tarik Lowe Tyler Kimball Rogelio Douglas Jr. Adrian Burks Joseph Bruno Michael D. Cohen Jocelyn Ayanna Keenan Henson Janet Hoskins April Grace ""Clifton Fou Fou Eddie"" Calvin C. Winbush Marcus Henderson Tony Baker Henry G. Sanders Sam Campisi Jimmie Kirkpatrick Keenan Allen Ayinde Vaughan Shai Golan Yancey Wells Candace Roberge Krista Kilber Cici Leah Campbell Damien Coates Kyle Julian Graham Ellee Jane Hounsell Stephen Hsu Herman Johansen Wendee Lee Dakota Lupo Jesse Mitchell Amanda Newman Joseph Oliveira Michelle Ruff Daniel Weidlein",Damien Chazelle
27,27,Fight Club,Drama,550,1999,139.0,63.869599,"Edward Norton Brad Pitt Meat Loaf Jared Leto Helena Bonham Carter Zach Grenier Holt McCallany Eion Bailey Richmond Arquette David Andrews Christina Cabot Tim DeZarn Ezra Buzzington Bob Stephenson David Lee Smith Carl Ciarfalio Stuart Blumberg Mark Fite Matt Winston Lauren Sánchez Thom Gossom Jr. Markus Redmond Van Quattro Michael Girardin David Jean Thomas Paul Carafotes Christopher John Fields Michael Shamus Wiles George Maguire Eugenie Bondurant ""Sydney Big Dawg Colston"" Rachel Singer Christie Cronenweth Dierdre Downing-Jackson Charlie Dell Rob Lanza Joel Bissonnette Evan Mirand Robby Robinson Lou Beatty Jr. Valerie Bickford Peter Iacangelo Todd Peirce Joon Kim Bennie Moore Pat McNamara Tyrone R. Livingston Owen Masterson Anderson Bourell Scotch Ellis Loring Andi Carnick Edward Kowalczyk Leonard Termo Michael Arturo Greg Bronson Matt Cinquanta Tommy Dallace Paul Dillon Tom Falzone Eddie Hargitay Phil Hawn Bruce Holman Jawara Baron Jay Jim Jenkins Kevin Scott Mack Trey Ore Louis Ortiz Hugh Peddy J.T. Pontino Chad Randau Marcio Rosario Gregory Silva Brian Tochi Alekxia Valdez Michael Zagst Gökhan Öncel",David Fincher
28,28,What Happened to Monday,Science Fiction Thriller,406990,2017,123.0,60.581223,Noomi Rapace Marwan Kenzari Christian Rubeck Glenn Close Willem Dafoe Pål Sverre Hagen Tommy Edun Cassie Clare Cameron Jack Kirsty Averton Robert Wagner Lara Decaro Jeppe Beck Laursen Daniel Berge Halvorsen Ioana Florentina Dimitriu Edouard Philipponnat Marie Everett Elijah Ungvary Clara Read Lucy Pearson Santiago Cabrera,Tommy Wirkola
29,29,Wish Upon,Fantasy Horror Thriller,440597,2017,90.0,59.578823,Joey King Ryan Phillippe Sherilyn Fenn Shannon Purser Ki Hong Lee Alice Lee Daniela Barbosa Michelle Alexander Raegan Revord Mitchell Slaggert Sean Jones Josephine Langford Natalie Prinzen-Klages Elisabeth Röhm,John R. Leonetti
30,30,Thor: Ragnarok,Action Adventure Fantasy Science Fiction,284053,2017,0.0,57.283628,Chris Hemsworth Tom Hiddleston Cate Blanchett Idris Elba Jeff Goldblum Tessa Thompson Karl Urban Mark Ruffalo Anthony Hopkins Benedict Cumberbatch Sam Neill Taika Waititi Jasper Bagg Tahlia Jade Jet Tranter Greta Carew-Johns Winnie Mzembe Tracey Lee Maxwell Mollie McGregor Sophia McGregor Donnie Baxter Ken Watanabe Sean Edward Frazer Tracie Filmer Connor Zegenhagen Beatrice Ward Adam Green Stan Lee Rachel House Clancy Brown,Taika Waititi
31,31,Logan,Action Drama Science Fiction,263115,2017,137.0,54.581997,"Hugh Jackman Patrick Stewart Dafne Keen Boyd Holbrook Stephen Merchant Elizabeth Rodriguez Richard E. Grant Eriq La Salle Elise Neal Quincy Fouse Al Coronel Frank Gallegos Anthony Escobar Reynaldo Gallegos Krzysztof Soszynski Stephen Dunlevy Daniel Bernhardt Ryan Sturz Brandon Melendy Luke Hawx ""Paul Andrew OConnor"" Rocky Abou-Sakher Jean Claude Leuyer Jef Groff Jeremy Fitzgerald Chris Palermo Clinton Roberts Keith Jardine Andrew Arrabito Sebastian James Aaron Matthews Garrett Hammond Matt McClain Maureen Brennan Jayson Genao Hannah Westerfield Bryant Tardy Ashlyn Casalegno Alison Fernandez Parker Lovein Jimmy Gonzales Dave Davis Lennie Loftin Mark Ashworth James Handy Bryce Romero Phi Vu Chester Rushing David Simpson Lauren Gros John Raymond Vanessa Cloke Doris Morgado Katie Anne Mitchell Lara Grice James Moses Black Ned Yousef Baxter Humby Daniel Hernández Michael Lehr Bryan Sloyer John Bernecker Joe Williams Robert Wu Victor Winters-Junco Craig Henningsen Evan Dane Taylor Toby Holguin Panuvat Anthony Nanakornpanom Eyad Elbitar Han Soto Rissa Rose Kilar Salef Celiz Aidan Kennedy Chase Cubia Vincenzo Lucatorto Haley Glass Nayah Murphy Emma Teo Noell Jellison Ella Rowbotham Hudson Wright Sebeon Jackson Kelton DuMont Damon Carney Cynthia Woods ""Mali OConnor"" David Kallaway Robert Vargas David Paris Ted Ferguson Juan Gaspard Christopher Heskey Julia Holt Natosha Humphrey Lizeth Hutchings Donald M. Krause Justin Lebrun Gentry Lee Gonzalo Robles Daymond C. Roman Mary Peyton Stewart Michael Love Toliver Gregory Paul Valdez",James Mangold
32,32,Guardians of the Galaxy,Action Science Fiction Adventure,118340,2014,121.0,53.291601,Chris Pratt Zoe Saldana Dave Bautista Vin Diesel Bradley Cooper Lee Pace Michael Rooker Karen Gillan Djimon Hounsou John C. Reilly Glenn Close Benicio del Toro Wyatt Oleff Josh Brolin Sean Gunn Alexis Denisof Ophelia Lovibond Peter Serafinowicz Gregg Henry Laura Haddock Melia Kreiling Christopher Fairbank Mikaela Hoover Marama Corlett Emmett Scanlan Alexis Rodney Tom Proctor Spencer Wilding Fred James Gunn Stan Lee Stephen Blackehart Naomi Ryan Lloyd Kaufman Nathan Fillion Rob Zombie Tyler Bates Seth Green Krystian Godlewski Janis Ahern Solomon Mousley Lindsay Morton Robert Firth Nick Holmes Max Wrottesley Nicole Alexandra Shipley Sharif Atkins Brendan Fehr Ronan Summers Tomas Arana Dominic Grant Alison Lintott Keeley Forsyth Frank Gilhooley Enzo Cilenti Richard Katz Enoch Frost Laura Ortiz Rosie Jones Abidemi Sobande Alex Rose Ekaterina Zalitko Emily Redding Jennifer Moylan-Taylor Bruce Mackinnon Ralph Ineson John Brotherton Graham Shiels Douglas Robson Rachel Cullen Isabella Poynton Imogen Poynton David Yarovesky Miriam Lucia Raed Abbas Freddie Andrews Jozef Aoki Helen Banks Marianna Dean Erica Melargo,James Gunn
33,33,47 Meters Down,Drama Thriller Horror Adventure,403119,2017,89.0,52.854103,Claire Holt Mandy Moore Chris Johnson Yani Gellman Santiago Segura Matthew Modine Axel Mansella Mayra Juárez,Johannes Roberts
34,34,The Shawshank Redemption,Drama Crime,278,1994,142.0,51.645403,Tim Robbins Morgan Freeman Bob Gunton Clancy Brown Mark Rolston James Whitmore Gil Bellows William Sadler Jeffrey DeMunn Larry Brandenburg Neil Giuntoli Brian Libby David Proval Joseph Ragno Jude Ciccolella Paul McCrane Renee Blaine Scott Mann John Horton Gordon Greene Alfonso Freeman V.J. Foster Frank Medrano Mack Miles Gary Lee Davis Ned Bellamy Brian Delate Don McManus Dorothy Silver Dion Anderson Robert Haley Bill Bolender John R. Woodward Rohn Thomas Brian Brophy Ken Magee James Babson Fred Culbertson Alonzo F. Jones Actor Sergio Kato Philip Ettington Neil Summers,Frank Darabont
35,35,The Last King,Action Adventure Drama,360249,2016,99.0,50.949523,Kristofer Hivju Jakob Oftebro Pål Sverre Hagen Thorbjørn Harr Nikolaj Lie Kaas Stig Henrik Hoff Benjamin Helstad Anders Dahlberg Thea Sofie Loch Næss Michael Aasen Jonathan Oskar Dahlgren Åsmund Brede Eike Elg Elgesem Jeppe Beck Laursen Inga Ibsdotter Lilleaas Adam Nemet Jon Inge Nordnes Torkel Dommersnes Soldal Ane Ulimoen Øverli Søren Pilmark,Nils Gaup
36,36,The Dark Tower,Action Western Science Fiction Fantasy Horror,353491,2017,95.0,50.903593,Idris Elba Matthew McConaughey Tom Taylor Claudia Kim Fran Kranz Abbey Lee Jackie Earle Haley Katheryn Winnick Dennis Haysbert Michael Barbieri José Zúñiga Alex McGregor Nicholas Hamilton De-Wet Nagel Nicholas Pauling Eva Kaminsky Robbie McLean Matthew Thomson Karl Thaning Lemogang Tsipa Robert Whitehead Leeanda Reddy Kenneth Fok Charlize Churcher Victoria Nowak Ben Gavin Sara Cicilian Lara Adine Lipschitz Ella Gabriel Jabari Gray Paul Riley Fox Adison Eisenberg Mark Elderkin Joe Vaz Christopher Stein Andre Robinson Alfredo Narciso Dan Hirst Naomi Poremba Savana Tardieu Zak Rowlands Christiaan Schoombie Dominique Danielle David Casper Smith Keci Eatock Jake Greenlee Jay-Jay Botha Marmee Cosico Bill Walters Samantha Willoughby,Nikolaj Arcel
37,37,John Wick: Chapter 2,Thriller Action Crime,324552,2017,122.0,49.247505,Keanu Reeves Common Laurence Fishburne Riccardo Scamarcio John Leguizamo Ian McShane Ruby Rose Lance Reddick Bridget Moynahan Thomas Sadoski David Patrick Kelly Peter Stormare Franco Nero Peter Serafinowicz Claudia Gerini Perry Yung Tobias Segal Chukwudi Iwuji Nico Toffoli Marko Caka Aaron Cohen Aly Mang Nora Sommerkamp Marmee Cosico Nancy Cejari Crystal Lonneberg Frank Modica Jennifer Dong Elli Midori Nakamura Sidney Beitz Mark Vincent Justin L. Wilson Chris LaPanta Guyviaud Joseph Alisa Ermolaev Kelly Rae LeGault Vadim Kroll Shade Rupe Thaddeus Daniels Margaret Daly Wass Stevens Erik Frandsen Youma Diakite Luca Mosca Mario Donatone Kenny Sheard Tim Connolly Heidi Moneymaker Angel Pai Johnny Otto Nobuya Shimamoto Oleg Prudius Alex Ziwak,Chad Stahelski
38,38,The Fate of the Furious,Action Crime Thriller,337339,2017,136.0,48.573287,Vin Diesel Jason Statham Dwayne Johnson Michelle Rodriguez Tyrese Gibson Ludacris Charlize Theron Kurt Russell Nathalie Emmanuel Luke Evans Elsa Pataky Kristofer Hivju Scott Eastwood Corey Maher Tego Calderón Don Omar Helen Mirren Patrick St. Esprit Eden Estrella Janmarco Santiago Luke Hawx Celestino Cornielle Olek Krupa Alexander Babara Andre Pushkin Robert Jekabson Nick Gracer Gary Weeks Michael W. Broomer Theresa Cook Kim Evans Oleg Prudius Connie Kincer Yassie Hawkes Destiny Lopez Anita Farmer Bergman Friday Chamberlain Mya Levels Yuliya Zelenskaya Trevor Wolf Megan Marie Wilson Myrom Kingery Dominick Wilkins Shannon Marie Watts Gary Lee Vincent Zachary Vazquez Ronald Joe Vasquez Alan Tuskes Mikhail Tot Branislav R. Tatalovic Doug Stroup Eddy Stewart Shawn Sterba Nancy Ellen Shore Jon Komp Shin Darren Sheehan Gabrielle Sebben Ramona Schwalbach Debbie Scaletta Melissa Santiago Mark Salas Jostein Sagnes Porche Robinson Charlie Reyes-Torreblanca William Cowboy Reed Ryan Poole Michelle Poole Charles Poole Anthony Vance Pierce Carmelo Oquendo Pauline Nowakowski Darko Nikolic Ryan Newton Zoya Naumchik Doug Meacham Chris McCail Faith Logan Gary Lavard Özcan Özdemir Karin Boesler,F. Gary Gray
39,39,Forrest Gump,Comedy Drama Romance,13,1994,142.0,48.307194,"Tom Hanks Robin Wright Gary Sinise Mykelti Williamson Sally Field Michael Conner Humphreys Hanna Hall Haley Joel Osment Siobhan Fallon Afemo Omilami Peter Dobson Sonny Shroyer George Kelly Sam Anderson Margo Moorer Christopher Jones Kevin Mangan Brett Rice Daniel C. Striepeke David Brisbin Kirk Ward Marlena Smalls Kitty K. Green Mark Matheisen Al Harrington Jed Gillin Don Fischer Matt Wallace Mike Jolly Michael Kemmerling John Voldstad Daniel J. Gillooly Michael Burgess Steven Griffith Michael McFall Michael McFall Byron Minns Stephen Bridgewater John William Galt Isabel Rose ""Richard DAlessandro"" Michael Jace Geoffrey Blake Vanessa Roth Dick Cavett Tiffany Salerno Tiffany Salerno Joe Alaskey Lazarus Jackson Lazarus Jackson Nora Dunfee ""Hallie DAmore"" Michael Mattison Charles Boswell Timothy McNeil Bob Penny Greg Brown Troy Christian Bryan Hanna Zach Hanner Aaron Michael Lacey Jacqueline Lovell Brendan Shanahan William Shipman Robb Skyler Mary Ellen Trainor",Robert Zemeckis
40,40,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure Fantasy Action,22,2003,143.0,47.326665,"Johnny Depp Geoffrey Rush Orlando Bloom Keira Knightley Jack Davenport Jonathan Pryce Kevin McNally Zoe Saldana Lee Arenberg Mackenzie Crook ""Damian OHare"" Treva Etienne Michael Berry Jr. David Bailie Christopher S. Capp Martin Klebba Isaac C. Singleton Jr. Giles New Angus Barnett Greg Ellis Guy Siner Ralph P. Martin Paula J. Newman Paul Keith Dylan Smith Lucinda Dryzek Lauren Maher Vanessa Branch Luke de Woolfson Michael Sean Tighe Dustin Seavey Christian Martin Trevor Goddard Vince Lozano Matthew Bowyer Brye Cooper Ben Wilson Antonio Valentino Mike Babcock Owen Finnegan Ian McIntyre Israel Aduramo Sam Roberts Ben Roberts Félix Castro Mike Haberecht Rudolph McCollum Gerard J. Reyes M. Scott Shields Christopher Sullivan Craig Thomson Fred Toft Jerry Gauny Maxie J. Santillan Jr. Michael Earl Lane David Patykewich Tommy Schooler Finneus Egan D.P. FitzGerald Tobias McKinney Michael A. Thompson Michael W. Williams Jose Zelaya Don LaDaga LeJon Gregory Alosio Jordi Caballero Paul Gagné Joe Grisaffi James McAuley",Gore Verbinski
41,41,Security,Action,460846,2017,87.0,47.114366,Antonio Banderas Ben Kingsley Liam McIntyre Chad Lindberg Gabriella Wright Cung Le Mark Smith Bashar Rahal Yana Marinova Jiro Wang Ivailo Dimitrov Velimir Velev Mark Basnight Lillian Blankenship Katherine de la Rocha Shari Watson,Alain Desrochers
42,42,The Legend of Tarzan,Action Adventure,258489,2016,109.0,45.38298,"Alexander Skarsgård Margot Robbie Christoph Waltz Samuel L. Jackson Djimon Hounsou Jim Broadbent Casper Crump Yule Masiteng Ben Chaplin Sidney Ralitsoele Simon Russell Beale Osy Ikhile Mens-Sana Tamakloe Antony Acheampong Edward Apeagyei Ashley Byam Charles Babalola William Wollen Mimi Ndiweni Matt Cross Madeleine Worrall Rory J. Saper Hadley Fraser ""Genevieve OReilly"" Paul Hamilton Christopher Benjamin Bentley Kalu Abi Adeyemi Joy Isa Alex Ferns Liv Hansen Alicia Woodhouse Matt Townsend Lasco Atkins",David Yates
43,43,King Arthur: Legend of the Sword,Action Drama Fantasy,274857,2017,126.0,44.251369,Charlie Hunnam Astrid Bergès-Frisbey Jude Law Djimon Hounsou Eric Bana Aidan Gillen Freddie Fox Craig McGinlay Tom Wu Kingsley Ben-Adir Neil Maskell Annabelle Wallis Zac Barker Oliver Barker Geoff Bell Poppy Delevingne Millie Brady Nicola Wren Wil Coban Bleu Landau Jacqui Ainsley Lorraine Bruce Georgina Campbell Rob Knighton Michael Hadley David Beckham Katie McGrath Alan Turkington Peter Ferdinando Michael McElhatton Mikael Persbrandt Charlie Rawes James Warren Ellie Graham Hermione Corfield Kamil Lemieszewski Eline Powell Kalle Hennie Peter Guinness Mark Umbers Adrian Bouchet Florence Bell Anna Brooks Beckman Cordelia Bugeja Rebecca Calder Cristian Lazar Lee Nicholas Harris Chris Marchant Gintare Beinoraviciute Alice E. Mayer Pip Phillips Claira Watson Parr Ruolan Zhang Alphonso Austin Raed Abbas Rudy Barrow Steve Barnett Gregor Babic Daniel Stisen Joel Bryant Perry Burke Dacio Caballero Randeep Chana Lucy Chappell Jamie Ben Chambers Pedro Caxade Nick Cornwall Tom Coulston Karl Farrer Edward Mannering Brendan McCoy Harry Palmer,Guy Ritchie
44,44,Doctor Strange,Action Adventure Fantasy Science Fiction,284052,2016,115.0,43.847654,Benedict Cumberbatch Chiwetel Ejiofor Rachel McAdams Benedict Wong Mads Mikkelsen Tilda Swinton Michael Stuhlbarg Benjamin Bratt Scott Adkins Zara Phythian Alaa Safi Katrina Durden Topo Wresniwiro Umit Ulgen Linda Louise Duan Mark Anthony Brighton Meera Syal Amy Landecker Adam Pelta-Pauls Sarah Malin Eben Young Kobna Holdbrook-Smith Elizabeth Healey Guillaume Faure Daniel Dow Stan Lee Ezra Khan Kimberly Van Luin Pat Kiernan Alister Albert Moya Allen Mairead Armstrong Raj Awasti Annarie Boor Dante Briggins Jill Buchanan Alice Chen Bern Collaco Anna Elizabeth Eaton Daniel Eghan Juani Feliz Cliff Ferraro Sian Francis Ulises Galeano Martavious Gayles Chris Hemsworth Leigh Holland Mo Idriss Tamika Katon-Donegal Faith Logan Tyrone Love Pezhmaan Alinia Kei Miura Cameron Moon Shina Shihoko Nagai Emily Ng Emeson Nwolie Jag Patel Andreas Pliatsikas Henardo Rodriguez Samantha Russell Michelle Santiago Nancy Ellen Shore Tina Simmons Rachel Emma Slack Clem So Ruolan Zhang,Scott Derrickson
45,45,Suicide Squad,Action Adventure Crime Fantasy Science Fiction,297761,2016,123.0,42.965027,"Will Smith Margot Robbie Joel Kinnaman Viola Davis Jared Leto Jai Courtney Jay Hernandez Adewale Akinnuoye-Agbaje Cara Delevingne Karen Fukuhara Adam Beach Ike Barinholtz Scott Eastwood Common David Harbour Jim Parrack Alex Meraz Corina Calderon Robin Atkin Downes Shailyn Pierre-Dixon Matt Baram Alain Chanoine Ted Whittall Michael Murray Jaime FitzSimons Ben Affleck Ezra Miller Christopher Dyson Bambadjan Bamba Robert B. Kennedy Billy Otis James McGowan Derek Perks Aidan Devine Andrew Bee Clive McLean Frank J. Zupancic Kent Sheridan Roger Shank Dwight Ireland Amanda Brugel Peter Tufford Kennedy Rosemary De Los Santos Kevin Hanchard Joel Lacoursiere Jameson Kraemer Ho Chow Birgitte Solem Kevin Vance Tyler Grey Nathan Brown Kenneth Choi Nicolas Van Burek Agueda Cardenas Daniela Uruena Nicolas Uruena Ariane Bellamar Murray Urquhart Alyssa Veniece Tim Ajro Devlin Anderson Briana Andrade-Gomes Raffi Atamian John Byers Heather Byrne Corey Chainey Shak Chaudhry James Chilli Chillingworth Andrew Christie Alex Chung Gavin R. Downes Reid Eastwood Scott Edgecombe Brendan Egan Jeff Ellenberger Mark Falvo Tatyana Figueiredo ""Gary Si-Jo Foo"" Tazito Garcia Brianna Goldie Ryan Groves William Hainsworth Shawn J. Hamilton Shane Harbinson Fatimah Hassan Dexter Howe Melanie Hubert David Ingram Shane Clinton Jarvis Actor Sergio Kato Kevin Kent Martin Kessler Melissa Lem John MacDonald Stephanie Manchulenko Matthew Mease Christopher Meneses Valiant Michael Sabine Mondestin Justin Moses Drew Moss Afsheen Olyaie Dan Petronijevic Alisha Phillips Tamina Pollack-Paris Michael Prather Dennisha Pratt Asad Que Mark Quigley Darryl Quon Diezel Ramos Hugh Scott Jasmine Sean Attila Sebesy Rick Silver Connor Skific Jamie Soricelli Amos Stern Goran Stjepanovic Vivienne Taylor Jasmine Renée Thomas Alen Toric Dallas Wade Joe Warshaw Tony Watt James Weicht Taylor Whittaker Robert L. Wilson",David Ayer
46,46,Star Wars,Adventure Action Science Fiction,11,1977,121.0,42.149697,"Mark Hamill Harrison Ford Carrie Fisher Peter Cushing Alec Guinness Anthony Daniels Kenny Baker Peter Mayhew David Prowse James Earl Jones Phil Brown Shelagh Fraser Jack Purvis Eddie Byrne Denis Lawson Garrick Hagon Don Henderson Leslie Schofield Richard LeParmentier Michael Leader Alex McCrindle Drewe Henley Jack Klaff William Hootkins Angus MacInnes Jeremy Sinden Graham Ashley David Ankrum Mark Austin Scott Beach Lightning Bear Jon Berg Doug Beswick Paul Blake Janice Burchette Ted Burnett John Chapman Gilda Cohen Tim Condren Barry Copping Alfie Curtis Robert Davies Maria De Aragon Robert A. Denham Frazer Diamond Peter Diamond Warwick Diamond Sadie Eden Kim Falkinburg Harry Fielder Ted Gagliano Salo Gardner Steve Gawley Barry Gnome Rusty Goffe Isaac Grand Nelson Hall Reg Harding Alan Harris Frank Henson Christine Hewett Arthur Howell Tommy Ilsley Joe Johnston Annette Jones Linda Jones Joe Kaye Colin Michael Kitchens Melissa Kurtz Tiffany L. Kurtz Al Lampert Anthony Lang Laine Liska Derek Lyons Mahjoub Alf Mangan Rick McCallum Grant McCune Geoffrey Moon Mandy Morton Lorne Peterson Marcus Powell Shane Rimmer Pam Rose George Roubicek Erica Simmons Angela Staines George Stock Roy Straite Peter Sturgeon Peter Sumner John Sylla Tom Sylla Malcolm Tierney Phil Tippett Burnell Tucker Morgan Upton Jerry Walter Hal Wamsley Larry Ward Diana Sadley Way Harold Weed Bill Weston ""Steve Spaz Williams"" Fred Wood Colin Higgins",George Lucas
47,47,Ted 2,Comedy,214756,2015,115.0,42.061481,"Mark Wahlberg Seth MacFarlane Amanda Seyfried Jessica Barth Giovanni Ribisi Morgan Freeman Sam J. Jones Patrick Warburton Michael Dorn Bill Smitrovich John Slattery Cocoa Brown John Carroll Lynch Ron Canada Liam Neeson Dennis Haysbert Patrick Stewart Tom Brady Jay Leno Jimmy Kimmel Kate McKinnon Bobby Moynihan Taran Killam Sebastian Arcelus Jay Patterson Steve Callaghan Nana Visitor Maggie Geha Jessica Szohr Craig Ricci Shaynak Lexi Atkins Dustin Ybarra Julius Sharpe Michael Steven Costello Barry J. Ratcliffe Tina Grimm John Franchi Claudia Zielke Vincent M. Biscione Alexandra Creteau Jack Knight Lauren Sánchez William Xifaras Curtis Stigers Liz Morgan Alec Sulkin Ralph Garman Vanessa Vander Pluym J. Mark Donaldson Becki Dennis Michael Trisler Ryan Hanna David Goldman Ronobir Lahiri Nefetari Spencer Jeffrey Stubblefield Wellesley Wild Lenny Clarke Chris Neville Rachael MacFarlane Christy Scott Cashman Josiah Blount John Viener ""Kate B. OBrien"" Billy Concha Tara Strong Tiffany Bart A. Piscitello Jr. Ted Jessup Chris Regan Joseph J. Micucci Matthew J. Walters Aaron Zell Scott Wahle Luke Adams ""Brittany OConnor"" Rose Wakesho Stanis Krista Ames Kt Baldassaro Laura-Elise Barrett Amanda Blattner Anissa Borrego Jodie Brunelle Roseny Carrero Chia Chen Lexie Contursi Chassidy Cox Nea Dune Diana Emuge Michelle Fonseca Enku Gubaie London Hall Isabel Wagner Sandra Yap Isabella Sanchez Sagan Rose Elizabeth Pollard Kim Mulhauser Olivia McCarthy Katie McCabe Sophie Mazzaro Anna Maiche Kandiss Marie Lewis ""Toiya Leatherwood"" Julie Schmid",Seth MacFarlane
